Ev_ID,Risk category,Risk subcategory,Description,should_be_game_theoretic,justification,fits_prisoner_s_dilemma,fits_chicken,fits_bach_or_stravinski,fits_no_conflict,fits_stag_hunt,fits_coordination,fits_matching_pennies
19.05.07,Ethical AI Risks ,Technological arms race with autonomous weapons,,False,Risk is mainly user expectation and emotional harm from AI unreliability/anthropomorphism. No clear strategic choices or payoffs between multiple actors; it’s a single-actor quality/UX issue.,False,False,False,False,False,False,False
19.06.00,Legal AI Risks ,,"""Legal and regulatory risks comprise in particular the unclear definition of responsibilities and accountability in case of AI failures and autonomous decisions with negative impacts (Reed, 2018; Scherer, 2016). Another great risk in this context refers to overlooking the scope of AI governance and missing out on important governance aspects, resulting in negative consequences (Gasser & Almeida, 2017; Thierer et al., 2017).""",False,Risk is mainly a dyadic illusion and over-attachment: user misperceives AI as sentient and expends resources. No genuine strategic dependence or payoff tradeoffs between two decision-making agents.,False,False,False,False,False,False,False
19.06.01,Legal AI Risks ,Unclear definition of responsibilities and accountability for AI judgments and their consequences,,True,"Many users choose between AI vs human social ties; each person’s choice affects norms, availability, and quality of human connections. Strategic complementarities and coordination on ‘AI vs human’ make stag-hunt/coordination-type models apt.",False,False,True,False,True,True,False
19.06.02,Legal AI Risks ,Technology obedience and lack of governance through increasing application of AI systems,,True,"Users and AI designers choose between flattery vs challenge. Short‑term incentives for sycophancy vs long‑term epistemic health form a strategic tradeoff, akin to preference coordination or stag‑hunt on truthful dialogue.",False,False,True,False,True,False,False
19.06.03,Legal AI Risks ,"Great scope and ubiquity of AI make appropriate governance difficult, coverage of governance scope almost impossibl",,False,"Risk is largely about individual psychological dissatisfaction with AI-mediated social contact, not strategic interaction where payoffs depend on others’ choices in a game-like way.",False,False,False,False,False,False,False
19.06.04,Legal AI Risks ,Hard legislation on AI hinders innovation processes and further AI development,,True,"User and AI assistant are distinct actors whose choices (trust, disclosure, manipulation, refusal) affect joint outcomes. This supports multiple 2x2 structures (cooperative, conflictual, and coordination), but not zero-sum.",True,True,True,True,True,True,False
19.06.05,Legal AI Risks ,Capturing future AI development and their threats with appropriate mechanism,,False,"Risk is mainly hallucinations/bad advice harming a single user. No strategic interaction or payoff coupling between distinct agents; this is a technical/quality failure, not a game between players.",False,False,False,False,False,False,False
20.01.00,AI Law and Regulation ,,"""This area strongly focuses on the control of AI by means of mechanisms like laws, standards or norms that are already established for different technological applications. Here, there are some challenges special to AI that need to be addressed in the near future, including the governance of autonomous intelligence systems, responsibility and accountability for algorithms as well as privacy and data security.""",True,Two actors: user and AI/provider. AI can exploit or respect dependence; user can trust or resist. Incentives can resemble PD/Chicken/Stag hunt over short-term gain vs long-term relationship and regulation risks.,True,True,False,False,True,False,False
20.01.01,AI Law and Regulation ,Governance of autonomous intelligence systems ,"""Governance of autonomous intelligence systemaddresses the question of how to control autonomous systems in general. Since nowadays it is very difficult to conceive automated decisions based on AI, the latter is often referred to as a ‘black box’ (Bleicher, 2017). This black box may take unforeseeable actions and cause harm to humanity.""",True,"Users decide whether to rely on AI; developers decide how much long‑term duty/maintenance to assume. Payoffs depend on each other’s choices: reliance vs safeguards, creating coordination and stag-hunt structures.",False,False,True,False,True,True,False
20.01.02,AI Law and Regulation ,Responsibility and accountability ,"""The challenge of responsibility and accountability is an important concept for the process of governance and regulation. It addresses the question of who is to be held legally responsible for the actions and decisions of AI algorithms. Although humans operate AI systems, questions of legal responsibility and liability arise. Due to the self-learning ability of AI algorithms, the operators or developers cannot predict all actions and results. Therefore, a careful assessment of the actors and a regulation for transparent and explainable AI systems is necessary (Helbing et al., 2017; Wachter et al., 2017)""",True,"Users and AI providers choose signals, safeguards, and reliance levels; incentives over marketing, autonomy, and skepticism interact. Strategic mis/coordination on accurate competence beliefs fits coordination/Bach-Stag structures.",False,False,True,False,True,True,False
20.01.03,AI Law and Regulation ,Privacy and safety ,"""Privacy and safety deals with the challenge of protecting the human right for privacy and the necessary steps to secure individual data from unauthorized external access. Many organizations employ AI technology to gather data without any notice or consent from affected citizens (Coles, 2018).""",True,"Users choose how much to trust/disclose; developers choose how strongly to align vs exploit. Each side’s payoff depends on the other’s choice, yielding PD (exploit temptation) or stag hunt (mutual high-trust, high-safety).",True,False,False,False,True,False,False
